Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.7960205078125,72.85661316556887,71.54538716413333,71.79987336808419,135480400
2020-01-03,72.08828735351562,72.85175328083761,71.86288446577974,72.02042387989954,146322800
2020-01-06,72.66271209716797,72.70149228565275,70.95400211001883,71.20606963688756,118387200
2020-01-07,72.32097625732422,72.9293215125039,72.10041809515171,72.67240923493256,108872000
2020-01-08,73.48433685302734,73.7873000784854,72.02284254928021,72.02284254928021,132079200
2020-01-09,75.04522705078125,75.23912061605091,74.21389747975358,74.46595763529108,170108400
2020-01-10,75.21488952636719,75.78204342395495,74.7107617687589,75.28033434347061,140644800
2020-01-13,76.82177734375,76.84844195389402,75.4136048587464,75.53237147319368,121532000
2020-01-14,75.78443908691406,76.96963489713302,75.66083510787959,76.75877365398091,161954400
2020-01-15,75.45967102050781,76.46793372841316,75.0258255219773,75.58328240864935,121923600
2020-01-16,76.40489959716797,76.51639538996747,75.64143374623438,76.0049896177802,108829200
2020-01-17,77.25078582763672,77.25320450403059,76.34674080549438,76.65454881201066,137816400
2020-01-21,76.7272720336914,77.32107563862897,76.589118999561,76.87754064068325,110843200
2020-01-22,77.00117492675781,77.55619850839689,76.90664680269603,77.21445493124304,101832400
2020-01-23,77.3719711303711,77.45195017577431,76.5042802197772,77.05446622858818,104472000
2020-01-24,77.14899444580078,78.36569234251847,76.95751957755354,77.61919405852058,146537600
2020-01-27,74.88041687011719,75.56389649627694,73.8939665284428,75.14944474699271,161940000
2020-01-28,76.99871063232422,77.17079167416017,75.66567243400732,75.76504526001489,162234000
2020-01-29,78.6104965209961,79.46121987792021,77.89308146084672,78.63716113897716,216229200
2020-01-30,78.49657440185547,78.54989623607841,77.25563796528307,77.6894834620713,126743200
2020-01-31,75.01614379882812,78.20816118322392,74.72045130385416,77.78401253695766,199588400
2020-02-03,74.81011199951172,75.98075876987488,73.24924470798491,73.75337231306008,173788400
2020-02-04,77.27986907958984,77.47134392906342,76.01469422241806,76.42187506467558,136616400
2020-02-05,77.9100570678711,78.71230341688808,77.30413037546758,78.411758747791,118826800
2020-02-06,78.82135772705078,78.82378380047356,77.62162743665891,78.18150305148818,105425600
2020-02-07,77.74993896484375,78.56866507074811,77.2567593198384,78.3184312097674,117684000
2020-02-10,78.1192398071289,78.1192398071289,76.2485610979256,76.328729971042,109348800
2020-02-11,77.6479263305664,78.69016619390229,77.4292765293241,78.61728539819471,94323200
2020-02-12,79.49188232421875,79.49673857196723,78.09979998299478,78.09979998299478,113730400
2020-02-13,78.92581176757812,79.25379012572942,78.55653676962524,78.76061038013486,94747600
2020-02-14,78.94525146484375,79.19548537647773,78.43506373229454,78.89422750170591,80113600
2020-02-18,77.49971008300781,77.68191943273276,76.43317446384147,76.61538381356641,152531200
2020-02-19,78.62210845947266,78.85290990532272,77.74264596327178,77.74264596327178,93984000
2020-02-20,77.81554412841797,78.87235994111728,77.3077882481259,78.38161204782077,100566000
2020-02-21,76.05419921875,77.85200453086176,75.43469023560293,77.40740945099631,129554000
2020-02-24,72.44158935546875,73.8992644068107,70.26722851902157,72.21808333283613,222195200
2020-02-25,69.98783874511719,73.49840932047712,69.51409877566901,73.11455813124694,230673600
2020-02-26,71.09809875488281,72.36870817005541,69.60398331830831,69.61127139696013,198054800
2020-02-27,66.45053100585938,69.48249718862714,66.31448195414389,68.29206427905802,320605600
2020-02-28,66.41166687011719,67.6385477294233,62.28401969410227,62.5002450361747,426510000
2020-03-02,72.59465026855469,73.23359905284,67.47092308130068,68.57875558588971,341397200
2020-03-03,70.2890853881836,73.85552819395053,69.43391136932343,73.77535933674136,319475600
2020-03-04,73.54943084716797,73.7097760122306,71.21472457823452,72.01887482066405,219178400
2020-03-05,71.1637191772461,72.77444433173021,70.79686848084481,71.79537261157519,187572800
2020-03-06,70.21862030029297,70.65349533361479,68.32364613327019,68.51071171959263,226176800
2020-03-09,64.66490173339844,67.5608121841011,63.89476010790818,64.07696949985089,286744800
2020-03-10,69.32217407226562,69.58941601369386,65.44232820850907,67.33002237477794,285290000
2020-03-11,66.91458129882812,68.32124000631373,66.04726273626676,67.39076055716758,255598800
2020-03-12,60.30644226074219,65.59537401061138,60.250565757894904,62.17955623859568,418474000
2020-03-13,67.53166198730469,68.00540938687315,61.4531554433298,64.35393335429514,370732000
2020-03-16,58.84391784667969,62.942409574296256,58.30700586985522,58.78074955113587,322423600
2020-03-17,61.43128967285156,62.58527878886286,57.91829094246008,60.13152785246368,324056000
2020-03-18,59.92744445800781,60.736454476481626,57.60731115559442,58.251119797280516,300233600
2020-03-19,59.46828842163086,61.42643149656511,58.941096340460845,60.10237727632101,271857200
2020-03-20,55.69290542602539,61.18105103531312,55.391651251345145,60.05135066055668,401693200
2020-03-23,54.50975799560547,55.51312552059559,51.65271619613283,55.4110887106565,336752800
2020-03-24,59.978477478027344,60.17526303928992,56.92221799336146,57.422685891648946,287531200
2020-03-25,59.648075103759766,62.74077520156585,59.35168082560383,60.91868105244003,303602000
2020-03-26,62.78692626953125,62.845230901201134,59.85213994722345,59.89101217304303,252087200
2020-03-27,60.187400817871094,62.162547880502984,60.01976760326953,61.40455808271416,204216800
2020-03-30,61.905025482177734,62.07751865016797,60.59068767059111,60.91623789559668,167976400
2020-03-31,61.77870559692383,63.77086105225512,61.222361168207975,62.096967810577766,197002000
2020-04-01,58.52809143066406,60.42549811462956,58.0956480712456,59.88615797745644,176218400
2020-04-02,59.504722595214844,59.55817097638504,57.55386780368069,58.38960208336811,165934000
2020-04-03,58.64955139160156,59.691787329996366,58.05676299670478,58.987245933670266,129880000
2020-04-06,63.765995025634766,63.92147650814731,60.58583486452881,60.95510987284994,201820400
2020-04-07,63.02743911743164,66.00838939615302,62.92297418292573,65.78973220321843,202887200
2020-04-08,64.64060974121094,64.95643640817995,63.464752614085576,63.8315958380623,168895200
2020-04-09,65.10704040527344,65.6123718043816,64.30775408800689,65.27953725570406,161834800
2020-04-13,66.38495635986328,66.49428496270015,64.58229481333173,65.18480321625717,131022800
2020-04-14,69.73760223388672,70.02914021517418,67.55108961658726,68.02483698264969,194994800
2020-04-15,69.10108184814453,69.5626774503411,68.1778906437514,68.60790210124026,131154400
2020-04-16,69.65015411376953,70.01700476078703,68.59576989662524,69.81778736213384,157125200
2020-04-17,68.70508575439453,69.71331699752928,67.26198676311418,69.16425698531064,215250000
2020-04-20,67.27898406982422,68.43297671339393,67.25955166646024,67.52679355095263,130015200
2020-04-21,65.19938659667969,67.35674726243548,64.48512509479784,67.1210894551599,180991600
2020-04-22,67.07736206054688,67.51466169917224,66.1298745674451,66.47242174970017,116862400
2020-04-23,66.81739807128906,68.44999451020912,66.77852584487202,67.02147169938918,124814400
2020-04-24,68.74638366699219,68.75610357640764,67.29599672618441,67.34458885914316,126161200
2020-04-27,68.79499053955078,69.12782522068554,68.01270448166582,68.46214844429589,117087600
2020-04-28,67.67985534667969,69.44121285588518,67.58754214647125,69.25900345838117,112004800
2020-04-29,69.90281677246094,70.37413234616447,68.9699055356583,69.17397917363517,137280800
2020-04-30,71.37748718261719,71.55484032075456,70.05343675937974,70.4445760159148,183064000
2020-05-01,70.22835540771484,72.64080580783057,69.44606951014269,69.54324636284784,240616800
2020-05-04,71.22203063964844,71.35079168763085,69.56028134688401,70.25267873906623,133568000
2020-05-05,72.29095458984375,73.12668876890349,71.53782109644345,71.68359006518509,147751200
2020-05-06,73.03679656982422,73.67088154496368,72.60920959206076,72.99549252187859,142333600
2020-05-07,73.79236602783203,74.13978420885995,73.36235456618245,73.66603686189733,115215200
2020-05-08,75.54876708984375,75.60236016603984,74.12612330759006,74.45498957360294,133838400
2020-05-11,76.737548828125,77.23449466676063,74.8447446800333,75.0542475774182,145946400
2020-05-12,75.8605728149414,77.87760965678292,75.73877105532733,77.42450324524006,162301200
2020-05-13,74.94461822509766,76.96653181484587,73.86301804797671,76.04083401805624,200622400
2020-05-14,75.40504455566406,75.46594544284673,73.4537777513905,74.17971900291641,158929200
2020-05-15,74.959228515625,75.0055137738857,73.13220232382433,73.16631038114848,166348400
2020-05-18,76.72535705566406,77.10050853103726,75.59504066999202,76.28931213886284,135178400
2020-05-19,76.28199768066406,77.59257816496145,76.25032803863408,76.7424043944102,101729600
2020-05-20,77.76554107666016,77.83618073277223,77.10537029765943,77.14434774630136,111504800
2020-05-21,77.18577575683594,78.1699360459229,76.94704163415062,77.62669752734837,102688800
2020-05-22,77.6827163696289,77.76554065972839,76.82035797924657,76.92266727646846,81803200
2020-05-26,77.15650177001953,78.98595811152722,77.10047031591613,78.80569398799011,125522000
2020-05-27,77.49269104003906,77.63885459900591,76.26980437953092,77.01279937336761,112945200
2020-05-28,77.52681732177734,78.79112013772229,76.88857731287194,77.16628144944023,133560800
2020-05-29,77.45130920410156,78.23327447685958,77.09321170708697,77.7704292430654,153532400
2020-06-01,78.40377044677734,78.52557216956737,77.27344689087606,77.40499483306169,80791200
2020-06-02,78.76675415039062,78.79111598702812,77.69246183211925,78.1358219826799,87642800
2020-06-03,79.20037841796875,79.46347439329524,78.51341467973708,79.08832287583549,104491200
2020-06-04,78.51827239990234,79.32216087891953,78.14312097373995,79.02253336806902,87560400
2020-06-05,80.75456237792969,80.81546325453446,78.73996405615183,78.76919528745188,137250400
2020-06-08,81.23202514648438,81.26613320662413,79.73630344643696,80.45005995341553,95654400
2020-06-09,83.79716491699219,84.19180139437105,80.87879976817435,80.9104694123917,147712400
2020-06-10,85.95306396484375,86.42321696800342,84.3087402266497,84.74966199726732,166651600
