Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-06-11,81.826416015625,85.51944605133392,81.72410670645458,85.0931399166828,201662400
2020-06-12,82.5328598022461,84.72529122191342,81.41715908416947,83.97499574044802,200146000
2020-06-15,83.55355834960938,84.20885233004024,81.01764513591078,81.1808627446549,138808800
2020-06-16,85.7679214477539,86.04076362659309,83.97500316337461,85.61688845940762,165428800
2020-06-17,85.64855194091797,86.5766806624143,85.52675019338103,86.51577978864584,114406400
2020-06-18,85.68267822265625,86.10167662066844,85.07123094103055,85.60472330344695,96820400
2020-06-19,85.19300842285156,86.85925531634406,84.07973874680876,86.39154080283116,264476000
2020-06-22,87.42198944091797,87.5657146180658,85.54137006793363,85.58765532903756,135445200
2020-06-23,89.28800201416016,90.71308415884995,88.25024859206576,88.67168537744823,212155600
2020-06-24,87.71188354492188,89.83854496849224,87.33673203943316,88.91528553845141,192623200
2020-06-25,88.87628936767578,88.91526681509454,87.10529481180333,87.86777486464669,137522400
2020-06-26,86.1455078125,88.99323335258256,85.99690581013819,88.77155327311752,205256800
2020-06-29,88.13086700439453,88.22587593033623,85.57303045547391,86.05292961011511,130646000
2020-06-30,88.86656951904297,89.15402734978792,87.69727548623588,87.7167604986336,140223200
2020-07-01,88.69847106933594,89.49018248229541,88.64975482751349,88.94451299507311,110737200
2020-07-02,88.69847106933594,90.2477932693981,88.58398455566804,89.6095532582672,114041600
2020-07-06,91.07115936279297,91.5413122788703,90.10161486932252,90.13328451010696,118655600
2020-07-07,90.78858184814453,92.23314870498879,90.67652632855658,91.4511836132447,112424400
2020-07-08,92.90304565429688,92.93471529196593,91.68259000245328,91.77029110939738,117092000
2020-07-09,93.30258178710938,93.85312065881432,92.2502128504973,93.79952758979641,125642800
2020-07-10,93.46578216552734,93.52425205644036,92.28187281172208,92.89575090989648,90257200
2020-07-13,93.03462219238281,97.39756217350657,92.82024990306108,94.77638589183749,191649200
2020-07-14,94.5741958618164,94.76663728718363,91.47555883539732,92.41342642632009,170989200
2020-07-15,95.22460174560547,96.7081460918901,94.02119992301603,96.45723479721514,153198000
2020-07-16,94.05286407470703,94.91278403772657,93.45116319854178,94.0918415225212,110577600
2020-07-17,93.86286926269531,94.66188849020998,93.38783943733658,94.50598610723088,92186800
2020-07-20,95.8409194946289,95.9797752684357,93.60464123577772,93.9505614633719,90318000
2020-07-21,94.51814270019531,96.71057384530293,94.26723143317828,96.63505736726202,103433200
2020-07-22,94.78369140625,95.4682166933375,94.13083576579898,94.21852946338672,89001600
2020-07-23,90.4694595336914,94.59366457206063,89.65582482110416,94.51570967602892,197004400
2020-07-24,90.24533081054688,90.59125097600918,86.86411377984543,88.65947742729152,185438800
2020-07-27,92.3841781616211,92.4767486702701,91.08821334309908,91.31232437375542,121214000
2020-07-28,90.86654663085938,92.13084942839727,90.8616698028327,91.95301619177205,103625600
2020-07-29,92.60830688476562,92.79344792257184,91.31477290242519,91.35131194036357,90329200
2020-07-30,93.72887420654297,93.83362191523179,91.36835596961677,91.77760801811353,158130000
2020-07-31,103.54124450683594,103.69227750309791,98.245298809941,100.25259691427748,374336800
2020-08-03,106.15021514892578,108.781129727995,105.13195439882799,105.43158191778792,308151200
2020-08-04,106.85911560058594,107.95533138544933,105.6142978102183,106.34023893961368,173071600
2020-08-05,107.2464370727539,107.5679954655589,106.11124391089764,106.57896588535843,121776800
2020-08-06,110.9881820678711,111.48513526706205,106.98821694116845,107.5801716353025,202428800
2020-08-07,108.46479034423828,110.9662282348746,107.66433051713838,110.5074267277089,198045600
2020-08-10,110.04129791259766,111.06383745078631,107.37879108538309,109.91683374879184,212403600
2020-08-11,106.7686996459961,109.80214914223019,106.50757212458231,109.30186450006919,187902400
2020-08-12,110.31707763671875,110.57576233443505,107.66921252952778,107.86444373428206,165598000
2020-08-13,112.2694091796875,113.27730675270328,111.21270008616257,111.70322831118777,210082000
2020-08-14,112.16935729980469,112.25965191516508,110.35123604518499,112.09370465193015,165565200
2020-08-17,111.87651062011719,113.32124690635658,111.2468836328708,113.29684114303221,119561600
2020-08-18,112.8087387084961,113.2358134358944,111.29079280806813,111.62757292757412,105633600
2020-08-19,112.95027923583984,114.37060953313465,112.85510645586433,113.21872769457819,145538000
2020-08-20,115.45661926269531,115.57131964589473,112.97470137414321,112.99178615299259,126907200
2020-08-21,121.4063949584961,121.89203766779626,116.40839655122174,116.42059571018741,338054800
2020-08-24,122.85841369628906,125.71615905282322,120.98416756262004,125.63073517139213,345937600
2020-08-25,121.85053253173828,122.19707648647878,120.12027046376029,121.72607580337079,211495600
2020-08-26,123.50757598876953,123.96637748179133,122.1018875756972,123.17323866286968,163022400
2020-08-27,122.03111267089844,124.44713388915774,120.88166620220456,124.11279658484769,155552400
2020-08-28,121.83343505859375,123.4294688921864,121.6089125063949,123.00971516662568,187630000
2020-08-31,125.96508026123047,127.87838168614121,122.9975274233114,124.53987915778784,225702700
2020-09-01,130.98257446289062,131.58781041215278,127.41955744521529,129.59641388714468,151948100
2020-09-02,128.26885986328125,134.69206665149915,123.97371354118887,134.31136056792818,200119000
2020-09-03,117.99951934814453,125.7698377409412,117.6285771387157,123.8858353148807,257599600
2020-09-04,118.07762908935547,120.75233522289194,108.24758859749826,117.208837599474,332607200
2020-09-08,110.13158416748047,116.15455593218944,109.99492085772893,111.23465443835845,231366600
2020-09-09,114.52437591552734,116.30100675219951,112.51346613544602,114.46580804157338,176940500
2020-09-10,110.78562927246094,117.62858911457678,109.81922220240571,117.4919257894212,182274400
2020-09-11,109.33113861083984,112.48417383164686,107.37879684993199,111.83989747570273,180860300
2020-09-14,112.6110610961914,113.16747813952576,110.11206629772022,111.98631239657361,140150100
2020-09-15,112.78678894042969,115.9983921595148,110.90277876776254,115.51030669973152,184642000
2020-09-16,109.45804595947266,113.23583021769664,109.37019414880372,112.48418186302023,154679000
2020-09-17,107.71067810058594,109.52635631028035,106.11952244266742,107.10545699574902,178011000
2020-09-18,104.2940902709961,108.23782140747392,103.56196213186861,107.76926356908416,287104900
2020-09-21,107.45687866210938,107.56425804113088,100.64320350485177,102.04889177743026,195713800
2020-09-22,109.14564514160156,110.17062737026765,106.55879870775274,109.99491634385608,183055400
2020-09-23,104.56743621826172,109.43852723740036,104.22577042320049,108.9602055509454,150718700
2020-09-24,105.64122009277344,107.62284590512591,102.4979484810723,102.66389575309547,167743300
2020-09-25,109.60446166992188,109.76065258051483,105.10431346285972,105.84620539299118,149981400
2020-09-28,112.22061920166016,112.57204136352833,110.09256608705573,112.26943073153944,137672400
2020-09-29,111.37133026123047,112.56225990652231,110.86372468906299,111.82037541240005,99382200
2020-09-30,113.05033874511719,114.46579088344285,110.91252974272332,111.07847699244668,142675200
2020-10-01,114.00699615478516,114.91483535664295,113.06987301860818,114.83673990006338,116120400
2020-10-02,110.32682037353516,112.62082770816717,109.5458882032621,110.19992085085872,144712000
2020-10-05,113.723876953125,113.87030403528667,110.8441766101723,111.19559862832398,106243800
2020-10-06,110.46350860595703,113.35297373285464,109.57518946396561,112.94297627246219,161498200
2020-10-07,112.33775329589844,112.79655482822402,111.41038643654436,111.88871555827578,96849000
2020-10-08,112.23037719726562,113.62630197710448,111.85942746357831,113.47987484262757,83477200
2020-10-09,114.18269348144531,114.21197741224402,112.18154047082656,112.53296253559465,100506900
2020-10-12,121.43565368652344,122.19706574823392,116.43765631689607,117.19906837860654,240226800
2020-10-13,118.21429443359375,122.40206848593539,116.79884960843181,122.28492529686822,262330500
2020-10-14,118.30213928222656,120.09828994365729,116.76955145461308,118.11666445068612,150712000
2020-10-15,117.83357238769531,118.31189397818673,115.33457760747181,115.8909946467432,112559200
2020-10-16,116.1838607788086,118.65357948698855,115.97886577727773,118.3900091653109,115393800
2020-10-19,113.21629333496094,117.55048664840139,112.90391897500494,117.10144897143915,120639300
2020-10-20,114.7098388671875,116.14481121078373,112.87463289955475,113.43104998711324,124423700
2020-10-21,114.08509826660156,115.8812491871557,113.6751008194376,113.88985961376322,89946000
2020-10-22,112.99178314208984,115.22721542582593,111.85942130854261,114.65127071459953,101988000
2020-10-23,112.2987060546875,113.77272626234561,111.55681405348567,113.61653533679018,82572600
2020-10-26,112.30845642089844,113.77271265873236,110.19016006999519,111.29323786895584,111850700
2020-10-27,113.82152557373047,114.48532208435297,111.81061590078274,112.73797527774974,92276800
2020-10-28,108.5501937866211,112.67939969232735,108.45257819271723,112.30845745645568,143937800
2020-10-29,112.572021484375,114.14365713975116,109.52636576854945,109.6923204722767,146129200
2020-10-30,106.26595306396484,109.32136496325914,105.15311895635773,108.41352582835944,190272600
2020-11-02,106.1781005859375,108.04259049320906,104.76265582569741,106.51000254927477,122866900
2020-11-03,107.80831146240234,108.83328639019895,106.13906019633995,107.04689938815555,107624400
2020-11-04,112.21083068847656,112.83557940582455,109.67278809330135,111.4201347222438,138235500
2020-11-05,116.19361877441406,116.76956346695528,114.08509354419144,115.13935243550637,126387100
2020-11-06,116.0616226196289,116.56032334229253,113.55830852475165,115.69981355181606,114457900
2020-11-09,113.74407196044922,119.28850697967341,113.48005444257957,117.83150539196572,154515300
2020-11-10,113.40184783935547,114.98596819674147,111.60259072350203,112.99115052154737,138023400
2020-11-11,116.84387969970703,116.98077878862294,113.86142673639229,114.5948179100593,112295000
2020-11-12,116.5700912475586,117.8608595224864,115.94426465731732,116.97101537029141,103162300
2020-11-13,116.61898040771484,117.01989704740932,115.25976265922797,116.79499459257708,81581900
2020-11-16,117.6359634399414,118.31067833952987,115.53357362715566,116.28651871988077,91183000
2020-11-17,116.7461166381836,117.9977699386985,116.32563865812543,116.90257703096904,74271000
2020-11-18,115.41622924804688,117.16659066596934,115.38689479049965,115.98338696209944,76322100
2020-11-19,116.01271057128906,116.4234078594296,114.22323422382374,114.98595989049652,74113000
2020-11-20,114.74150848388672,116.1398415098722,114.69262020743976,116.01272303857971,73604300
2020-11-23,111.32879638671875,115.01531411751404,111.23101237342392,114.58505550648638,127959300
2020-11-24,112.61955261230469,113.28449427560825,110.09668505502576,111.38746074888668,113874200
2020-11-25,113.46054077148438,114.16459772844851,112.61958467960423,112.99117444047049,76499200
2020-11-27,114.00810241699219,114.88817334383641,113.64630086849698,113.98854860103611,46691300
2020-11-30,116.41364288330078,118.29112272745515,114.22324227134564,114.37970265524602,169410200
2020-12-01,120.00238037109375,120.73577170407181,117.35239391651946,118.33024902715687,127728200
2020-12-02,120.35438537597656,120.63796419810457,118.21288071326836,119.31785408740221,89004200
2020-12-03,120.21751403808594,121.03890877972371,119.50367649890221,120.78466435283657,78967600
2020-12-04,119.54277801513672,120.13927018325414,118.8289405570736,119.88502578525937,78260400
2020-12-07,121.00955200195312,121.8113927753868,119.54276955344461,119.60143846404372,86712000
2020-12-08,121.62560272216797,122.21232169297147,120.36416887164704,121.6158295436451,82225500
2020-12-09,119.08317565917969,123.1608290458489,118.32044998517725,121.77227679520645,115089200
2020-12-10,120.5108413696289,121.12689475984914,117.48927316966918,117.83152090843531,81312200
2020-12-11,119.69922637939453,120.04147411514255,117.8804156003438,119.71878019553394,86939800
2020-12-14,119.08317565917969,120.61840764569368,118.84849255805,119.88501642677728,79184500
2020-12-15,125.04808044433594,125.06764171995098,121.38112461279187,121.58647324410545,157243700
2020-12-16,124.97966003417969,125.52725651199772,123.75734113873409,124.58852395599108,98208600
2020-12-17,125.84993743896484,126.71045462679722,125.20454954809055,126.04550545777673,94359800
2020-12-18,123.85511016845703,126.2410786072222,123.32706760608566,126.10417951258235,192541500
2020-12-21,125.39034271240234,125.46857290305822,120.71619699711728,122.25142905164114,121251600
2020-12-22,128.95950317382812,131.43347476564324,126.77887610208518,128.6954781848822,168904800
2020-12-23,128.05990600585938,129.49733922563573,127.8838843351233,129.2333291008579,88223700
2020-12-24,129.04754638671875,130.50455594356484,128.19681717399627,128.41194650241343,54930100
2020-12-28,133.66297912597656,134.29857879724767,130.5533930071153,131.0227740686404,124486200
2020-12-29,131.88331604003906,135.71650634261294,131.36505401704343,134.99290309889795,121047300
2020-12-30,130.7587432861328,132.97847783004178,130.4458225923307,132.5775537864378,96452100
2020-12-31,129.7515869140625,131.7561927189475,128.80306633693473,131.1108048151708,99116600
2021-01-04,126.54419708251953,130.65118438275988,123.95288029193061,130.56318102910515,143301900
2021-01-05,128.1088104248047,128.82265549752282,125.58594209926646,126.03576207767944,97664900
2021-01-06,123.79643249511719,128.14789140458137,123.58130321710865,124.89163270114192,155088000
2021-01-07,128.02078247070312,128.71506612744008,125.02854837897873,125.51747590823786,109578200
2021-01-08,129.1257781982422,129.69293598741686,127.34607462660249,129.49735301668466,105158200
2021-01-11,126.12372589111328,127.28737565620342,125.65435969810358,126.3290819935513,100384500
2021-01-12,125.94773864746094,126.81802908121813,124.05069738444573,125.654379136118,91951100
2021-01-13,127.99143981933594,128.5390362297107,125.64459379747747,125.90860390334045,88636800
2021-01-14,126.05530548095703,128.0990190744919,125.90861826231031,127.90345103718111,90221800
2021-01-15,124.32447814941406,127.33627319568878,124.18757905280532,125.92815967578035,111598500
2021-01-19,124.99921417236328,125.8597314002734,124.12892376536658,124.95031843516219,90757300
2021-01-20,129.106201171875,129.5560210604613,125.70326977271654,125.81083442514691,104319500
2021-01-21,133.8389892578125,136.57698583657466,130.63162652639653,130.83698261117812,120150900
2021-01-22,135.99032592773438,136.7530517681992,132.03000949708334,133.2621016422452,114459400
2021-01-25,139.75503540039062,141.8769789688564,133.51631569933016,139.90172260354075,157611700
2021-01-26,139.98971557617188,141.1044696012595,138.23934689307262,140.419974133378,98390600
2021-01-27,138.91404724121094,141.1044473133327,137.30059282742073,140.2537035110959,140843800
2021-01-28,134.05416870117188,138.84566823786534,133.67280576171694,136.4303646476885,142621100
2021-01-29,129.0377655029297,133.71191168514858,127.3265190787023,132.822059963538,177523800
2021-02-01,131.16946411132812,132.38200963670096,128.03054311559552,130.78810127267676,106239800
2021-02-02,132.00067138671875,133.2914324191767,131.62908165695893,132.72427464460634,83305400
2021-02-03,130.973876953125,132.76335306388887,130.65118307208098,132.75356496632725,89880900
2021-02-04,134.3474884033203,134.35726158111493,131.60949161173116,133.28163010930348,84183100
2021-02-05,133.93125915527344,134.5776113420526,133.0498806774307,134.50906698821814,75693800
2021-02-08,134.0782012939453,134.1271700987044,132.12935643271075,133.21639814836522,71297200
2021-02-09,133.1968231201172,135.02815501734196,133.04014384712997,133.79420674398077,76774200
2021-02-10,132.58963012695312,134.15654214720848,131.62010163331232,133.65708128237208,73046600
2021-02-11,132.3349609375,133.56889357879754,131.00309072997703,133.0890234133723,64280000
2021-02-12,132.57003784179688,132.72673203035987,130.92479369142617,131.57114601186336,60145100
2021-02-16,130.4351348876953,133.1967989667869,130.04339941830557,132.68756527135056,80576300
2021-02-17,128.1337127685547,129.48517374549368,126.79205451608354,128.53523594912028,97918500
2021-02-18,127.02711486816406,127.31111000008823,124.77468454875732,126.52765402683634,96856700
2021-02-19,127.18376922607422,128.00640605579716,126.13590883460701,127.5461263219299,87668800
2021-02-22,123.39383697509766,127.03689430981674,123.00210901419216,125.36225709015602,103916400
2021-02-23,123.2567367553711,124.08915402582353,115.94124359187607,121.20017424260931,158273000
2021-02-24,122.75729370117188,122.9629492225392,119.70183170189726,122.35577791324243,111039900
2021-02-25,118.48747253417969,123.8443336867004,118.04678320459273,122.10115193451716,148199500
2021-02-26,118.75189208984375,122.26763388606416,118.69312803340897,120.05437704063755,164560400
2021-03-01,125.14681243896484,125.28391610304169,120.25023166025078,121.19037427317316,116307900
2021-03-02,122.53203582763672,126.05757237117307,122.42431045653072,125.75398676437746,102260900
2021-03-03,119.53533172607422,123.10983731286295,119.31988096888192,122.2284512477988,112966300
2021-03-04,117.64524841308594,121.043476706908,116.16648638094867,119.23174329287419,178155000
2021-03-05,118.90857696533203,119.41782559806704,115.13821090718523,118.47768289716012,153766600
2021-03-08,113.95323181152344,118.49725830929313,113.80633288954938,118.42870647525052,154376600
2021-03-09,118.58540344238281,119.5353414188917,116.33298050634184,116.56801431888738,129525800
2021-03-10,117.49836730957031,119.64306482272417,116.97932341940151,119.17299720542609,111943300
2021-03-11,119.4374008178711,120.66154604698784,118.75188247820154,120.00540599736276,103026500
2021-03-12,118.52664184570312,118.66374551985697,116.69532528168106,117.9096753120108,88105100
2021-03-15,121.42540740966797,121.43520266321806,117.92924905121147,118.89877741976048,92403800
2021-03-16,122.97273254394531,124.58860573684278,122.14031528444951,123.10004095769754,115227900
2021-03-17,122.17949676513672,123.25674313985047,119.80954577485848,121.48418312807976,111932600
2021-03-18,118.03697204589844,120.63216128674895,117.83131655502805,120.33836345888318,121229700
2021-03-19,117.50816345214844,118.91838134754646,117.20457778306326,117.42002856948136,185549500
2021-03-22,120.83782958984375,121.30790466995239,117.7725724653111,117.84112430286966,111912300
2021-03-23,120.00540924072266,121.67024380868072,119.61368126250025,120.77906994302474,95467100
2021-03-24,117.6060791015625,120.35796270962354,117.58649606502367,120.27961562028884,88530500
2021-03-25,118.09573364257812,119.14360911976513,116.53862451483529,117.06745614451854,98844700
2021-03-26,118.70292663574219,118.96734621818052,116.46029143464641,117.86071402846288,94071200
2021-03-29,118.87919616699219,120.0445848677289,118.23285134256643,119.13382047799135,80819200
2021-03-30,117.42002868652344,117.90968684829242,116.40153881345304,117.62568421787553,85671900
2021-03-31,119.62348175048828,120.96514023474477,118.64416549787944,119.13382362418386,118323800
2021-04-01,120.45588684082031,121.61148020043322,119.95643351065483,121.10223908828027,75089100
2021-04-05,123.29591369628906,123.55053800574892,120.52444699817042,121.307902963467,88651200
2021-04-06,123.5994873046875,124.50045634698014,123.05107266530749,123.88348987767762,80171300
2021-04-07,125.2545394897461,125.27412252562367,122.55162477168557,123.22735531909805,83466700
2021-04-08,127.66366577148438,127.69304406325928,125.86172747444995,126.28282628534366,88844600
2021-04-09,130.24905395507812,130.2882200278853,126.79206898164956,127.11524511923089,106686700
2021-04-12,128.52545166015625,130.10215119503505,127.92806823530955,129.7789750855431,91420000
2021-04-13,131.64944458007812,131.87469802236942,129.20115454524952,129.7006152759875,91266500
2021-04-14,129.29913330078125,132.20770398388115,128.93679104205083,132.14894739524175,87222800
